Gene,Refseq,chr,start,end,strand,siNup153,siNup93,DamID_Nup153,DamID_Nup93,DamID_Class,siNup_any,siRNA_Class,siRNA_bool,DamID_bool,siNup93_expr,siNup93_bool,siNup153_expr,siNup153_bool,chr_loci,incl_nup_si_dam
VPS13D,NM_018156,1,12290096,12572098,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012290096,TRUE
SNORA59A,NR_003025,1,12567300,12567451,+,0,0,1,0,2,0,0,0,1,none,0,none,0,1.0125673,TRUE
SNORA59B,NR_003022,1,12567300,12567451,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0125673,TRUE
DHRS3,NM_004753,1,12627939,12677737,-,0,-1,1,0,2,1,1,1,1,change,1,none,0,1.012627939,TRUE
MIR6730,NR_106788,1,12638985,12639051,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012638985,TRUE
AADACL4,NM_001013630,1,12704566,12727097,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012704566,TRUE
AADACL3,NR_111984,1,12776118,12788726,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012776118,TRUE
C1orf158,NM_152290,1,12806134,12821102,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012806134,TRUE
PRAMEF12,NM_001080830,1,12834991,12838048,+,1,0,0,0,0,1,0,0,0,none,0,change,1,1.012834991,TRUE
PRAMEF1,NM_023013,1,12851546,12856777,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012851546,TRUE
PRAMEF11,NM_001146344,1,12884618,12891264,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012884618,TRUE
HNRNPCL1,NM_001013631,1,12907230,12908609,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.01290723,TRUE
HNRNPCL3,NM_001146181,1,12907230,12908235,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.01290723,TRUE
HNRNPCL4,NM_001302551,1,12907230,12908157,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.01290723,TRUE
PRAMEF2,NM_023014,1,12916941,12921764,+,1,0,0,0,0,1,0,0,0,none,0,change,1,1.012916941,TRUE
PRAMEF4,NM_001009611,1,12939033,12946025,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012939033,TRUE
LOC101929983,NM_001300891,1,12998505,13002353,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012998505,TRUE
PRAMEF9,NM_001010890,1,12998505,13002353,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.012998505,TRUE
PRAMEF22,NM_001100631,1,13035543,13038381,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013035543,TRUE
PRAMEF25,NM_001310134,1,13052240,13112702,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01305224,TRUE
PRAMEF26,NM_001306072,1,13052394,13112702,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013052394,TRUE
PRAMEF5,NM_001013407,1,13108514,13117751,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013108514,TRUE
HNRNPCL2,NM_001136561,1,13182960,13184326,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01318296,TRUE
LOC645354,NR_111945,1,13194518,13199727,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013194518,TRUE
LOC649324,NR_111947,1,13194518,13199727,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013194518,TRUE
PRAMEF18,NM_001099850,1,13328196,13698405,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013328196,TRUE
PRAMEF6,NM_001010889,1,13359833,13368936,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013359833,TRUE
PRAMEF8,NM_001012276,1,13386915,13390748,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0133869149999999,TRUE
PRAMEF15,NM_001098376,1,13421176,13428190,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013421176,TRUE
PRAMEF16,NM_001045480,1,13495254,13498259,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013495254,TRUE
PRAMEF17,NM_001099851,1,13495258,13498257,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013495258,TRUE
PRAMEF20,NM_001099852,1,13516066,13526943,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013516066,TRUE
PRAMEF7,NM_001012277,1,13607700,13611533,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0136077000000001,TRUE
PRAMEF10,NM_001039361,1,13629925,13635299,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013629925,TRUE
LOC645382,NM_001291381,1,13629932,13635299,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013629932,TRUE
PRAMEF13,NM_001291380,1,13668269,13673511,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013668269,TRUE
PRAMEF14,NM_001024661,1,13668269,13673511,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013668269,TRUE
PRAMEF19,NM_001099790,1,13694889,13698405,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.013694889,TRUE
LRRC38,NM_001010847,1,13801445,13840242,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.013801445,TRUE
PDPN,NM_006474,1,13910252,13944452,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.013910252,TRUE
PRDM2,NM_001135610,1,14026735,14151574,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.014026735,TRUE
KAZN,NM_201628,1,14925213,15444544,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.014925213,TRUE
TMEM51-AS1,NR_027136,1,15438311,15478960,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.015438311,TRUE
TMEM51,NM_001136216,1,15479028,15546974,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.015479028,TRUE
C1orf195,NM_001278502,1,15490692,15498120,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015490692,TRUE
FHAD1,NM_052929,1,15573768,15724622,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.015573768,TRUE
EFHD2,NM_024329,1,15736391,15756839,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015736391,TRUE
CTRC,NM_007272,1,15764938,15773153,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015764938,TRUE
CELA2A,NM_033440,1,15783223,15798586,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015783223,TRUE
CELA2B,NM_015849,1,15802596,15817895,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015802596,TRUE
CASP9,NM_032996,1,15817896,15851285,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015817896,TRUE
DNAJC16,NM_015291,1,15853308,15898228,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015853308,TRUE
AGMAT,NM_024758,1,15898194,15911605,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015898194,TRUE
DDI2,NM_032341,1,15943953,15987552,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015943953,TRUE
RSC1A1,NM_006511,1,15986364,15988217,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.015986364,TRUE
PLEKHM2,NM_015164,1,16010827,16061264,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.016010827,TRUE
SLC25A34,NM_207348,1,16062809,16067887,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.016062809,TRUE
TMEM82,NM_001013641,1,16068987,16074292,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016068987,TRUE
FBLIM1,NM_017556,1,16085255,16113084,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.016085255,TRUE
UQCRHL,NM_001089591,1,16133657,16134194,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.016133657,TRUE
FLJ37453,NR_024279,1,16160710,16174642,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.01616071,TRUE
SPEN,NM_015001,1,16174359,16266950,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016174359,TRUE
MIR5096,NR_039973,1,16197644,16231962,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016197644,TRUE
ZBTB17,NM_001287603,1,16268364,16302627,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016268364,TRUE
C1orf64,NM_178840,1,16330731,16333190,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016330731,TRUE
HSPB7,NM_014424,1,16340523,16345285,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016340523,TRUE
CLCNKA,NM_004070,1,16348486,16360545,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016348486,TRUE
CLCNKB,NM_000085,1,16370231,16383821,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016370231,TRUE
FAM131C,NM_182623,1,16384264,16400127,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.016384264,TRUE
EPHA2,NM_004431,1,16450832,16482582,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.016450832,TRUE
ARHGEF19,NM_153213,1,16524599,16539104,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016524599,TRUE
RSG1,NM_030907,1,16558182,16563659,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.016558182,TRUE
FBXO42,NM_018994,1,16573335,16678986,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016573335,TRUE
SZRD1,NR_073500,1,16693525,16724643,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.016693525,TRUE
SPATA21,NM_198546,1,16725138,16763919,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016725138,TRUE
NECAP2,NM_001145278,1,16767167,16786584,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.016767167,TRUE
CROCCP3,NR_023386,1,16793931,16819196,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.016793931,TRUE
FAM231B,NM_001310155,1,16865219,16866530,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016865219,TRUE
MIR3675,NR_037446,1,16875409,16875482,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016875409,TRUE
NBPF1,NM_017940,1,16888922,16940100,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.016888922,TRUE
CROCCP2,NR_026752,1,16944751,16957401,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016944751,TRUE
MST1P2,NR_027504,1,16972069,16976915,+,0,-1,0,1,1,1,1,1,1,change,1,none,0,1.016972069,TRUE
FAM231A,NM_001282321,1,16999498,17000007,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016999498,TRUE
FAM231C,NM_001310138,1,16999498,17000152,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.016999498,TRUE
ESPNP,NR_026567,1,17017713,17046652,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.017017713,TRUE
MST1L,NM_001271733,1,17081129,17090975,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017081129,TRUE
CROCC,NM_014675,1,17248445,17299474,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017248445,TRUE
MFAP2,NM_001135247,1,17300999,17308081,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.017300999,TRUE
ATP13A2,NM_001141974,1,17312453,17338467,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.017312453,TRUE
SDHB,NM_003000,1,17345225,17380665,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017345225,TRUE
PADI2,NM_007365,1,17393256,17445948,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017393256,TRUE
PADI1,NM_013358,1,17531621,17572501,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.017531621,TRUE
PADI3,NM_016233,1,17575593,17610727,+,0,1,1,0,2,1,0,0,1,change,1,none,0,1.0175755930000001,TRUE
MIR3972,NR_039768,1,17604384,17604470,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017604384,TRUE
PADI4,NM_012387,1,17634690,17690495,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01763469,TRUE
PADI6,NM_207421,1,17698691,17728195,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.017698691,TRUE
RCC2,NM_018715,1,17733251,17766250,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.017733251,TRUE
ARHGEF10L,NM_018125,1,17866330,18024370,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01786633,TRUE
ACTL8,NM_030812,1,18081808,18153558,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.018081808,TRUE
LOC101927876,NR_125946,1,18392151,18400905,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.018392151,TRUE
IGSF21,NM_032880,1,18434240,18704977,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01843424,TRUE
KLHDC7A,NM_152375,1,18807424,18812480,+,1,0,0,0,0,1,0,0,0,none,0,change,1,1.018807424,TRUE
PAX7,NM_001135254,1,18957500,19075360,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0189575,TRUE
TAS1R2,NM_152232,1,19166093,19186155,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019166093,TRUE
ALDH4A1,NM_170726,1,19197924,19229293,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.019197924,TRUE
MIR4695,NR_039844,1,19209696,19209769,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0192096959999999,TRUE
MIR1290,NR_031622,1,19223565,19223642,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019223565,TRUE
IFFO2,NM_001136265,1,19230774,19282826,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.019230774,TRUE
UBR4,NM_020765,1,19401000,19536746,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019401,TRUE
EMC1,NM_015047,1,19542158,19578053,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019542158,TRUE
MRTO4,NM_016183,1,19578075,19586622,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019578075,TRUE
AKR7L,NR_040288,1,19592476,19600568,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019592476,TRUE
AKR7A3,NM_012067,1,19609057,19615280,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019609057,TRUE
LOC100506730,NR_037847,1,19619741,19622230,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.019619741,TRUE
AKR7A2,NM_003689,1,19629202,19638640,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019629202,TRUE
PQLC2,NR_109848,1,19638740,19658922,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01963874,TRUE
CAPZB,NM_004930,1,19665267,19812135,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019665267,TRUE
MINOS1-NBL1,NM_001204089,1,19923471,19984949,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019923471,TRUE
MINOS1,NR_033758,1,19923471,19956315,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019923471,TRUE
RPS14P3,NR_077246,1,19934301,19935138,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019934301,TRUE
NBL1,NM_001204084,1,19970208,19984949,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.019970208,TRUE
HTR6,NM_000871,1,19991780,20007459,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.01999178,TRUE
TMCO4,NM_181719,1,20008706,20126410,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020008706,TRUE
RNF186,NM_019062,1,20140522,20141771,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020140522,TRUE
OTUD3,NM_015207,1,20208888,20239437,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020208888,TRUE
PLA2G2E,NM_014589,1,20246800,20250110,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.0202468,TRUE
PLA2G2A,NM_001161728,1,20301924,20306932,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020301924,TRUE
PLA2G5,NM_000929,1,20396701,20418394,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020396701,TRUE
PLA2G2D,NM_001271814,1,20439143,20446059,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020439143,TRUE
PLA2G2F,NM_022819,1,20465823,20476879,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020465823,TRUE
PLA2G2C,NM_001105572,1,20490484,20501687,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020490484,TRUE
UBXN10-AS1,NR_110078,1,20510736,20512979,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020510736,TRUE
UBXN10,NM_152376,1,20512571,20522541,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020512571,TRUE
VWA5B1,NM_001039500,1,20617412,20681387,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.020617412,TRUE
LINC01141,NR_033887,1,20686294,20755287,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.020686294,TRUE
CAMK2N1,NM_018584,1,20808884,20812728,-,0,0,1,0,2,0,0,0,1,none,0,none,0,1.020808884,TRUE
MUL1,NM_024544,1,20825941,20834674,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020825941,TRUE
FAM43B,NM_207334,1,20878932,20881513,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020878932,TRUE
CDA,NM_001785,1,20915444,20945400,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.020915444,TRUE
PINK1,NM_032409,1,20959948,20978004,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.020959948,TRUE
MIR6084,NR_106732,1,20960172,20960281,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.020960172,TRUE
PINK1-AS,NR_046507,1,20969150,20978686,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02096915,TRUE
DDOST,NM_005216,1,20978260,20988037,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02097826,TRUE
KIF17,NM_001122819,1,20990507,21044510,-,1,1,0,0,0,1,0,0,0,change,1,change,1,1.020990507,TRUE
SH2D5,NM_001103160,1,21046225,21059133,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.021046225,TRUE
HP1BP3,NM_016287,1,21069171,21113181,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.021069171,TRUE
EIF4G3,NM_001198801,1,21132785,21503381,-,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.021132785,TRUE
MIR1256,NR_031657,1,21314807,21314925,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.021314807,TRUE
ECE1,NM_001113348,1,21543740,21672034,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02154374,TRUE
LOC100506801,NR_038404,1,21619783,21626362,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.021619783,TRUE
NBPF3,NM_001256417,1,21766583,21811393,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.021766583,TRUE
ALPL,NM_001177520,1,21835858,21904905,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.021835858,TRUE
RAP1GAP,NM_002885,1,21922708,21995856,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.021922708,TRUE
USP48,NM_032236,1,22004792,22109688,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022004792,TRUE
LDLRAD2,NM_001013693,1,22138758,22151714,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022138758,TRUE
HSPG2,NM_005529,1,22148725,22263790,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.022148725,TRUE
CELA3B,NM_007352,1,22303418,22315847,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022303418,TRUE
CELA3A,NM_005747,1,22328149,22339035,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022328149,TRUE
LOC101928043,NR_110692,1,22350487,22352541,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022350487,TRUE
LINC00339,NR_023918,1,22351684,22357717,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022351684,TRUE
CDC42,NM_001039802,1,22379120,22419436,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.02237912,TRUE
WNT4,NM_030761,1,22443798,22469519,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.022443798,TRUE
MIR4418,NR_039613,1,22592732,22592793,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022592732,TRUE
ZBTB40,NM_014870,1,22778344,22857650,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022778344,TRUE
EPHA8,NM_020526,1,22890004,22930087,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.022890004,TRUE
MIR6127,NR_106742,1,22959751,22959859,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022959751,TRUE
C1QA,NM_015991,1,22963118,22966175,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022963118,TRUE
C1QC,NM_172369,1,22970118,22974603,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022970118,TRUE
C1QB,NM_000491,1,22979682,22988029,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.022979682,TRUE
EPHB2,NM_001309193,1,23037331,23247993,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.023037331,TRUE
MIR4684,NR_039832,1,23046010,23046091,+,0,0,1,1,3,0,0,0,1,none,0,none,0,1.02304601,TRUE
MIR4253,NR_036214,1,23189652,23189719,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023189652,TRUE
LACTBL1,NM_001289974,1,23279536,23291923,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023279536,TRUE
C1orf234,NM_001242521,1,23337327,23342343,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023337327,TRUE
KDM1A,NM_001009999,1,23345941,23410184,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023345941,TRUE
MIR3115,NR_036057,1,23370798,23370865,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023370798,TRUE
MIR4419A,NR_039614,1,23384351,23384427,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023384351,TRUE
LUZP1,NM_001142546,1,23410516,23495351,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023410516,TRUE
HTR1D,NM_000864,1,23518388,23521222,-,0,-1,1,1,3,1,1,1,1,change,1,none,0,1.023518388,TRUE
LINC01355,NR_110616,1,23607802,23612011,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.023607802,TRUE
HNRNPR,NM_001297622,1,23631181,23670857,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023631181,TRUE
ZNF436,NM_001077195,1,23685941,23696357,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023685941,TRUE
ZNF436-AS1,NR_033690,1,23695464,23698330,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023695464,TRUE
TCEA3,NM_003196,1,23707402,23751272,-,0,1,1,1,3,1,0,0,1,change,1,none,0,1.023707402,TRUE
ASAP3,NM_001143778,1,23755056,23810750,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023755056,TRUE
E2F2,NM_004091,1,23832920,23857712,-,1,1,1,1,3,1,0,0,1,change,1,change,1,1.02383292,TRUE
LOC101928163,NR_110799,1,23848422,23854911,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023848422,TRUE
ID3,NM_002167,1,23884421,23886285,-,1,1,1,1,3,1,0,0,1,change,1,change,1,1.023884421,TRUE
MDS2,NR_027042,1,23953824,23967056,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.023953824,TRUE
RPL11,NM_000975,1,24018269,24022915,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024018269,TRUE
TCEB3,NM_003198,1,24069856,24088549,+,1,1,0,0,0,1,0,0,0,change,1,change,1,1.0240698560000001,TRUE
TCEB3-AS1,NR_038280,1,24086872,24104787,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.024086872,TRUE
PITHD1,NM_020362,1,24104876,24114722,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.024104876,TRUE
LYPLA2,NM_007260,1,24117646,24122029,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024117646,TRUE
GALE,NM_000403,1,24122089,24127034,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024122089,TRUE
HMGCL,NM_000191,1,24128367,24151949,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024128367,TRUE
FUCA1,NM_000147,1,24171572,24194859,-,-1,0,0,0,0,1,2,1,0,none,0,change,1,1.024171572,TRUE
CNR2,NM_001841,1,24200460,24239817,-,0,1,0,1,1,1,0,0,1,change,1,none,0,1.02420046,TRUE
MIR378F,NR_039615,1,24255560,24255637,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02425556,TRUE
PNRC2,NM_017761,1,24286301,24289949,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024286301,TRUE
SRSF10,NM_001191007,1,24290837,24306953,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.024290837,TRUE
MYOM3,NM_152372,1,24382531,24438665,-,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.024382531,TRUE
IL22RA1,NM_021258,1,24446261,24469775,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.024446261,TRUE
IFNLR1,NM_170743,1,24480647,24513765,-,1,0,0,0,0,1,0,0,0,none,0,change,1,1.024480647,TRUE
LOC284632,NR_027087,1,24526730,24538180,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02452673,TRUE
GRHL3,NM_198174,1,24645812,24690970,+,-1,-1,0,0,0,1,3,1,0,change,1,change,1,1.024645812,TRUE
STPG1,NM_001199012,1,24683489,24741587,-,0,1,0,0,0,1,0,0,0,change,1,none,0,1.024683489,TRUE
NIPAL3,NM_020448,1,24742245,24799473,+,0,1,0,0,0,1,0,0,0,change,1,none,0,1.024742245,TRUE
RCAN3AS,NR_045409,1,24822823,24828850,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024822823,TRUE
RCAN3,NM_001251979,1,24828841,24863510,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.024828841,TRUE
LOC100506985,NR_109781,1,24865764,24882515,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024865764,TRUE
NCMAP,NM_001010980,1,24882567,24935818,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024882567,TRUE
SRRM1,NM_005839,1,24969594,24999772,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.024969594,TRUE
CLIC4,NM_013943,1,25071760,25170815,+,1,0,1,1,3,1,0,0,1,none,0,change,1,1.0250717599999999,TRUE
RUNX3,NM_001031680,1,25226002,25291501,-,0,-1,0,1,1,1,1,1,1,change,1,none,0,1.025226002,TRUE
MIR6731,NR_106789,1,25245836,25245907,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.025245836,TRUE
MIR4425,NR_039623,1,25349994,25350077,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.025349994,TRUE
SYF2,NM_207170,1,25548767,25559013,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.025548767,TRUE
RSRP1,NM_020317,1,25568740,25573985,-,-1,0,1,0,2,1,2,1,1,none,0,change,1,1.02556874,TRUE
RHD,NM_001282868,1,25598977,25656936,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.025598977,TRUE
TMEM50A,NM_014313,1,25664789,25688852,+,0,-1,0,0,0,1,1,1,0,change,1,none,0,1.025664789,TRUE
RHCE,NM_138618,1,25688740,25747363,-,0,0,0,0,0,0,0,0,0,none,0,none,0,1.02568874,TRUE
TMEM57,NM_001282564,1,25757349,25826698,+,0,0,0,0,0,0,0,0,0,none,0,none,0,1.025757349,TRUE
